CRO 0.025,0.001535833,0.001720833,0.002293333,0.002026667,0.001789167,0.002193333,0.002019167,0.001880833,0.002505,0.002451667,0.002461667,0.001958333,0.002673333,0.002428333,0.002571667,0.002728333
CRO 0.10,0.000431667,0.000721667,0.0016425,0.001198333,0.000424167,0.001560833,0.000404167,0.000748333,0.002089167,0.001588333,0.001490833,0.000658333,0.0020075,0.000644167,0.002489167,0.002400833
CTT 0.025,0.002621667,0.002358333,0.00289,0.002929167,0.002079167,0.003085,0.002340833,0.002366667,0.003016667,0.002889167,0.002908333,0.002529167,0.002736667,0.00208,0.003316667,0.003020833
CTT 0.063,0.00217,0.0019925,0.002105,0.002294167,0.001485833,0.002169167,0.001526667,0.002016667,0.002588333,0.002011667,0.0020825,0.001731667,0.002200833,0.0015725,0.002893333,0.002025
CTT 0.125,0.001254167,0.000655,0.000845833,0.001314167,0.001464167,0.0011575,0.000543333,0.000575833,0.002085833,0.0014525,0.0009975,0.000865833,0.001291667,0.000674167,0.001875833,0.001883333
CTX 0.03,0.001914167,0.0018775,0.002400833,0.002020833,0.001906667,0.002306667,0.001766667,0.001786667,0.00251,0.002378333,0.00239,0.001805,0.002186667,0.001618333,0.002604167,0.001915
CTX 0.06,0.000763333,0.000494167,0.0022575,0.0010125,0.000501667,0.0022875,0.000238333,0.000848333,0.002410833,0.002028333,0.001475833,0.0002725,0.002148333,0.000214167,0.001895,0.001783333
CTX 0.123,9.41667E-05,0.00013,0.000985833,0.000138333,8.16667E-05,0.0018425,0.0001225,0.0000875,0.002039167,0.001844167,0.000121667,0.000115,0.001988333,0.000104167,0.001926667,0.0018075
CXM 2.25,0.002154167,0.001905833,0.0019125,0.002086667,0.002023333,0.001973333,0.001450833,0.00197,0.00192,0.001743333,0.001888333,0.00158,0.0019875,0.001528333,0.001858333,0.001718333
CXM 1.5,0.0020375,0.0021525,0.0016125,0.0022675,0.001694167,0.001943333,0.002036667,0.001951667,0.002629167,0.001885833,0.001591667,0.001946667,0.002146667,0.001728333,0.002365833,0.002858333
CXM 3,0.001316667,0.000996667,0.000569167,0.000828333,0.000474167,0.000818333,0.000179167,0.000743333,0.001585833,0.000660833,0.000904167,0.00023,0.000469167,0.000183333,0.001015833,0.001278333
FEP 0.0625,0.000690833,0.001136667,0.0018375,0.000658333,0.00088,0.0019625,0.000341667,0.001054167,0.001730833,0.001649167,0.000714167,0.000510833,0.001873333,0.0003775,0.001696667,0.002323333
FEP 0.0312,0.001245833,0.001416667,0.002389167,0.002071667,0.0018275,0.002321667,0.000453333,0.001628333,0.002559167,0.002325833,0.0021,0.000664167,0.002649167,0.000405,0.00243,0.002525833
FEP 0.125,0.000254167,0.000375833,0.001529167,0.000366667,0.000344167,0.001874167,0.000460833,0.001729167,0.001555833,0.000316667,0.000458333,0.000443333,0.001850833,0.00053,0.0018775,0.002035
SAM 8.8,0.002571667,0.0024525,0.001040833,0.002475833,0.002409167,0.002016667,0.000164167,0.002471667,0.001823333,0.001663333,0.002523333,0.000213333,0.0023725,0.000275833,0.002779167,0.002620833
SAM 8.16,0.002448333,0.002473333,0.000185833,0.002504167,0.0024825,0.0022525,0.000648333,0.002323333,0.000251667,0.000384167,0.0025175,0.000161667,0.0014225,0.000178333,0.001149167,0.000860833
SAM 8.32,0.002728333,0.002636667,0.000309167,0.00299,0.002843333,0.000256667,0.00026,0.002633333,0.000245,0.001660833,0.002890833,0.000205,0.0002325,0.0002525,0.000286667,0.000971667
TZP 8.64,0.0020425,0.001695,0.000836667,0.002491667,0.001811667,0.0009475,0.000523333,0.002228333,0.000633333,0.000630833,0.001865833,0.000501667,0.00096,0.000800833,0.000535833,0.000354167
TZP 8.32,0.002624167,0.002445833,0.000265833,0.002476667,0.002499167,0.0002225,0.000258333,0.002526667,0.000260833,0.0002675,0.002443333,0.0002475,0.000285833,0.0002375,0.0026475,0.000243333
TZP 8.128,0.001466667,0.001488333,0.000149167,0.0020325,0.001719167,0.0001125,9.58333E-05,0.001491667,0.000178333,0.000175,0.001520833,0.000153333,0.000215833,0.000189167,0.000158333,0.000215
ZOX 0.0156,0.000685833,0.000735,0.001520833,0.000621667,0.00169,0.001956667,0.000769167,0.000853333,0.002514167,0.001880833,0.0013325,0.000501667,0.002383333,0.000690833,0.00263,0.002621667
ZOX 0.0078,0.00174,0.0018525,0.002260833,0.001751667,0.001865,0.0023725,0.001825833,0.001750833,0.00249,0.002346667,0.002006667,0.001881667,0.0021825,0.001850833,0.0024975,0.002565833
ZOX 0.03,0.0003275,0.000370833,0.000370833,0.000288333,0.00028,0.000294167,0.000319167,0.000285833,0.002384167,0.0011125,0.000349167,0.000218333,0.0016825,0.000341667,0.002534167,0.0025575
